user_id,funny,posted,item_id,helpful,recommend,sentiment_analysis
76561198047472267,,2014,218640,1 of 2 people (50%) found this review helpful,True,1
76561198047472267,,2013,220050,4 of 20 people (20%) found this review helpful,True,1
76561198047472267,,2015,33230,No ratings yet,True,1
76561198047472267,,2015,208480,No ratings yet,True,1
76561198079335929,,2013,440,No ratings yet,True,2
Kyercon,,2013,1250,No ratings yet,True,2
76561198010280507,,2015,730,5 of 6 people (83%) found this review helpful,True,0
damo4lyf,,2014,550,1 of 1 people (100%) found this review helpful,True,1
damo4lyf,,2014,209160,1 of 1 people (100%) found this review helpful,False,1
damo4lyf,,2014,620,1 of 1 people (100%) found this review helpful,True,1
damo4lyf,,2014,202970,1 of 1 people (100%) found this review helpful,True,2
damo4lyf,,2014,207610,1 of 1 people (100%) found this review helpful,True,2
damo4lyf,,2015,398710,No ratings yet,True,2
76561198063575392,,2015,730,1 of 1 people (100%) found this review helpful,True,2
AwpDerp,1 person found this review funny,2015,230410,No ratings yet,True,1
AwpDerp,,2015,730,No ratings yet,True,1
helmerjunior,,2014,570,0 of 1 people (0%) found this review helpful,True,1
helmerjunior,,2013,202170,0 of 1 people (0%) found this review helpful,True,1
helmerjunior,,2013,8980,No ratings yet,True,1
helmerjunior,,2013,730,No ratings yet,True,1
helmerjunior,,2013,50130,No ratings yet,True,1
amann99,,2015,730,3 of 3 people (100%) found this review helpful,True,1
76561198087197141,1 person found this review funny,2015,322330,No ratings yet,True,1
CorporalDucky,,2015,6060,No ratings yet,True,1
CorporalDucky,,2015,239140,No ratings yet,True,1
CorporalDucky,,2015,247730,No ratings yet,False,1
CorporalDucky,,2014,22300,No ratings yet,True,2
CorporalDucky,,2014,2280,No ratings yet,True,1
CorporalDucky,,2013,223710,No ratings yet,True,1
28042005,,2015,4000,1 of 1 people (100%) found this review helpful,True,1
28042005,,2014,304930,1 of 1 people (100%) found this review helpful,True,1
28042005,,2014,440,1 of 1 people (100%) found this review helpful,True,1
28042005,,2015,218620,No ratings yet,True,1
76561198094966673,,2015,218620,1 of 16 people (6%) found this review helpful,True,1
76561198094966673,,2015,730,No ratings yet,True,0
76561198094966673,,2015,55230,No ratings yet,True,1
drnipslip,,2014,730,1 of 5 people (20%) found this review helpful,True,1
76561198075451549,,2014,105600,No ratings yet,True,2
76561198083993063,,2013,200210,1 of 1 people (100%) found this review helpful,True,1
76561198083993063,,2013,440,1 of 2 people (50%) found this review helpful,True,2
76561198083993063,,2015,730,No ratings yet,True,0
76561198083993063,,2015,570,No ratings yet,True,2
76561198083993063,,2015,239140,No ratings yet,True,1
76561198083993063,,2014,221100,No ratings yet,True,1
76561198083993063,,2014,218230,No ratings yet,True,1
blackburnscout,,2014,218620,1 of 4 people (25%) found this review helpful,True,2
2Ta4,,2014,34900,1 of 1 people (100%) found this review helpful,True,1
2Ta4,,2014,226700,No ratings yet,True,1
76561198061759775,,2015,550,1 of 2 people (50%) found this review helpful,True,1
76561198061759775,1 person found this review funny,2015,218620,1 of 3 people (33%) found this review helpful,True,1
76561198061759775,,2014,239160,0 of 1 people (0%) found this review helpful,True,1
76561198061759775,1 person found this review funny,2013,4000,0 of 2 people (0%) found this review helpful,True,1
76561198061759775,,2015,22380,No ratings yet,True,1
76561198061759775,,2015,346900,No ratings yet,True,1
76561198061759775,,2015,354500,No ratings yet,True,1
76561198061759775,,2015,72850,No ratings yet,True,1
76561198061759775,,2015,440,No ratings yet,True,1
itsaprofileaboutnothing,1 person found this review funny,2015,338000,0 of 1 people (0%) found this review helpful,True,1
itsaprofileaboutnothing,,2014,298340,9 of 20 people (45%) found this review helpful,True,1
itsaprofileaboutnothing,,2014,211440,8 of 18 people (44%) found this review helpful,False,1
itsaprofileaboutnothing,,2013,21690,8 of 18 people (44%) found this review helpful,False,1
itsaprofileaboutnothing,1 person found this review funny,2014,296650,9 of 21 people (43%) found this review helpful,True,1
76561198016834817,,2014,313740,No ratings yet,False,1
LachieCS,,2014,730,1 of 1 people (100%) found this review helpful,True,1
imjeans,1 person found this review funny,2015,232090,6 of 12 people (50%) found this review helpful,False,1
imjeans,,2015,221910,0 of 1 people (0%) found this review helpful,False,1
imjeans,,2014,218620,0 of 1 people (0%) found this review helpful,True,1
imjeans,1 person found this review funny,2015,377160,3 of 8 people (38%) found this review helpful,True,1
imjeans,2 people found this review funny,2015,229580,1 of 5 people (20%) found this review helpful,False,1
imjeans,,2015,237970,4 of 23 people (17%) found this review helpful,False,1
76561198086820025,,2014,440,No ratings yet,True,1
Flakerinos,1 person found this review funny,2014,281690,4 of 5 people (80%) found this review helpful,True,1
Flakerinos,,2015,287700,2 of 4 people (50%) found this review helpful,True,1
Flakerinos,,2015,237930,1 of 2 people (50%) found this review helpful,True,1
Flakerinos,,2015,333930,No ratings yet,True,1
Flakerinos,,2015,383080,No ratings yet,True,1
Flakerinos,,2014,218230,No ratings yet,True,1
Flakerinos,,2013,8870,No ratings yet,True,1
G77777,1 person found this review funny,2014,570,3 of 4 people (75%) found this review helpful,True,1
G77777,,2013,4000,1 of 1 people (100%) found this review helpful,True,1
G77777,2 people found this review funny,2015,218620,2 of 3 people (67%) found this review helpful,True,1
G77777,1 person found this review funny,2015,12120,No ratings yet,True,1
76561198059411271,,2015,105600,No ratings yet,True,1
76561198059411271,,2015,250900,No ratings yet,True,1
76561198059411271,,2014,113200,No ratings yet,True,1
me11111111,1 person found this review funny,2015,34900,3 of 4 people (75%) found this review helpful,True,1
me11111111,1 person found this review funny,2014,17020,4 of 6 people (67%) found this review helpful,True,1
me11111111,,2014,214700,1 of 2 people (50%) found this review helpful,True,1
me11111111,,2014,45760,1 of 3 people (33%) found this review helpful,True,1
76561198059727818,1 person found this review funny,2013,230410,1 of 1 people (100%) found this review helpful,True,1
76561198087525726,,2014,218620,No ratings yet,True,1
Zezluy,,2014,99900,No ratings yet,True,1
DeeJayGames_,,2014,252490,0 of 1 people (0%) found this review helpful,True,1
Mokalatteventi123,,2014,440,No ratings yet,True,2
76561198104717542,,2014,99900,0 of 1 people (0%) found this review helpful,True,1
76561198104717542,,2015,550,No ratings yet,True,2
76561198057787590,,2015,309890,No ratings yet,False,1
76561198057787590,,2015,214490,No ratings yet,True,1
76561198057787590,,2013,620,No ratings yet,True,1
76561198057787590,,2013,4000,No ratings yet,True,1
76561198089949965,,2014,440,1 of 1 people (100%) found this review helpful,True,1
tchannygod,,2014,730,No ratings yet,True,2
PlzHelpMeThink,,2015,440,1 of 1 people (100%) found this review helpful,True,1
76561198117985210,,2014,304930,No ratings yet,True,2
emorisu,,2014,224540,1 of 2 people (50%) found this review helpful,True,1
emorisu,,2014,257750,No ratings yet,True,1
emorisu,,2014,63710,No ratings yet,True,1
emorisu,,2014,250900,No ratings yet,True,1
emorisu,,2014,113200,No ratings yet,True,1
emorisu,,2014,49600,No ratings yet,True,1
emorisu,,2014,238460,No ratings yet,True,1
emorisu,,2014,204300,No ratings yet,True,1
emorisu,,2014,12900,No ratings yet,True,1
emorisu,,2014,282800,No ratings yet,True,1
chazb221,,2012,440,No ratings yet,True,2
fab2cent,,2013,21780,82 of 85 people (96%) found this review helpful,True,1
fab2cent,,2014,24840,79 of 85 people (93%) found this review helpful,True,1
fab2cent,,2013,232910,63 of 77 people (82%) found this review helpful,True,1
fab2cent,,2014,202310,10 of 15 people (67%) found this review helpful,True,1
fab2cent,,2014,203160,2 of 2 people (100%) found this review helpful,True,1
fab2cent,,2013,244850,1 of 1 people (100%) found this review helpful,True,1
fab2cent,,2013,10180,2 of 3 people (67%) found this review helpful,True,1
fab2cent,1 person found this review funny,2013,218620,3 of 7 people (43%) found this review helpful,True,1
fab2cent,,2013,233840,1 of 4 people (25%) found this review helpful,True,1
76561198080855979,,2015,500,No ratings yet,True,1
76561198080855979,,2013,104700,No ratings yet,True,1
TooManyDankMemes,,2015,417860,1 of 1 people (100%) found this review helpful,False,1
TooManyDankMemes,,2015,393420,0 of 1 people (0%) found this review helpful,True,1
TooManyDankMemes,,2014,252490,0 of 2 people (0%) found this review helpful,True,1
TooManyDankMemes,,2014,218230,No ratings yet,True,1
76561198072889555,,2013,207610,No ratings yet,True,1
HewloThere,,2012,240,2 of 2 people (100%) found this review helpful,True,2
chrizzleyau,,2014,72850,1 of 1 people (100%) found this review helpful,True,1
synCHROniced,,2013,440,1 of 1 people (100%) found this review helpful,True,2
EliteJohnnyElite,,2014,630,No ratings yet,True,1
76561198045344356,,2013,234710,No ratings yet,True,2
76561198045344356,,2011,55370,No ratings yet,True,2
76561198045344356,,2011,440,No ratings yet,True,1
76561198045344356,,2011,99900,No ratings yet,True,2
atornaz,,2015,301520,1 of 2 people (50%) found this review helpful,True,1
atornaz,,2014,570,0 of 1 people (0%) found this review helpful,True,1
atornaz,1 person found this review funny,2015,417860,No ratings yet,True,1
atornaz,,2015,227300,No ratings yet,True,1
atornaz,,2015,287980,No ratings yet,True,1
atornaz,,2014,212800,No ratings yet,True,1
atornaz,,2014,99900,No ratings yet,True,1
76561198028258767,,2015,730,0 of 1 people (0%) found this review helpful,True,1
YOuevenRoBOtMeOw,,2014,730,No ratings yet,True,1
76561198158725328,,2015,306130,2 of 4 people (50%) found this review helpful,True,2
76561198158725328,1 person found this review funny,2015,730,0 of 1 people (0%) found this review helpful,True,1
76561198158725328,,2015,335300,0 of 2 people (0%) found this review helpful,True,2
76561198158725328,,2015,377160,No ratings yet,True,1
76561198158725328,,2015,339800,No ratings yet,True,1
76561198158725328,,2015,319630,No ratings yet,True,2
76561198158725328,,2014,440,No ratings yet,True,2
29998000,,2014,219740,0 of 1 people (0%) found this review helpful,True,1
29998000,,2015,221040,No ratings yet,True,1
l0se,,2014,730,No ratings yet,True,1
76561198232483600,,2015,730,1 of 1 people (100%) found this review helpful,True,1
76561198089360928,,2015,730,No ratings yet,True,1
76561198089360928,,2015,223710,No ratings yet,False,1
76561198089360928,,2015,570,No ratings yet,True,1
AD51,,2013,4000,2 of 2 people (100%) found this review helpful,True,1
AD51,,2014,202970,1 of 2 people (50%) found this review helpful,True,1
jamesmasterx,,2014,209870,2 of 2 people (100%) found this review helpful,True,1
jamesmasterx,,2014,4000,1 of 1 people (100%) found this review helpful,True,1
captainjaydo,,2015,730,1 of 1 people (100%) found this review helpful,True,2
GubTheKing,,2015,730,2 of 2 people (100%) found this review helpful,True,1
76561198064752728,,2013,440,1 of 1 people (100%) found this review helpful,True,1
76561198090998972,,2015,730,No ratings yet,True,1
76561198097160277,,2015,730,No ratings yet,True,2
TehRealNurD,,2012,212180,No ratings yet,True,1
mewmeowmeowmew,,2015,391460,0 of 2 people (0%) found this review helpful,True,1
76561198100183135,,2014,730,No ratings yet,True,1
76561198202658078,,2015,730,No ratings yet,True,1
76561198202658078,,2015,242680,No ratings yet,True,1
76561198078860607,,2013,730,1 of 1 people (100%) found this review helpful,True,1
76561198078860607,,2014,570,No ratings yet,True,1
daboiz,2 people found this review funny,2015,570,3 of 3 people (100%) found this review helpful,True,1
daboiz,,2014,230410,2 of 2 people (100%) found this review helpful,True,1
daboiz,,2014,248820,2 of 2 people (100%) found this review helpful,True,1
Im2cool999,3 people found this review funny,2015,313120,5 of 8 people (63%) found this review helpful,True,1
Im2cool999,,2015,240,0 of 1 people (0%) found this review helpful,True,2
Im2cool999,,2015,214850,No ratings yet,True,1
Im2cool999,,2015,4000,No ratings yet,True,2
Im2cool999,,2014,265930,No ratings yet,True,2
Im2cool999,,2014,206420,No ratings yet,True,1
Im2cool999,,2014,265210,No ratings yet,True,1
ShureddoWeaboo,,2015,730,0 of 2 people (0%) found this review helpful,True,2
ShureddoWeaboo,,2015,17440,No ratings yet,True,2
SnApLaDanke,1 person found this review funny,2015,730,1 of 1 people (100%) found this review helpful,True,1
SnApLaDanke,,2014,291480,2 of 4 people (50%) found this review helpful,True,1
SnApLaDanke,,2014,209870,1 of 2 people (50%) found this review helpful,True,1
76561198031799016,,2015,730,1 of 2 people (50%) found this review helpful,True,1
76561198031799016,,2015,49520,No ratings yet,True,2
luketheclock,,2015,339280,2 of 4 people (50%) found this review helpful,True,1
luketheclock,,2015,730,0 of 1 people (0%) found this review helpful,True,1
Potter2544,,2014,304930,No ratings yet,True,1
Potter2544,,2014,440,No ratings yet,True,1
TheMoustacheRider,,2014,208090,1 of 1 people (100%) found this review helpful,True,2
TheMoustacheRider,,2013,259080,1 of 1 people (100%) found this review helpful,True,1
TheMoustacheRider,,2013,8190,1 of 1 people (100%) found this review helpful,True,1
TheMoustacheRider,,2015,225540,No ratings yet,True,1
jpvalletta,,2015,730,No ratings yet,True,0
76561198132041400,,2014,570,No ratings yet,True,2
Khorosho_,,2014,237310,1 of 2 people (50%) found this review helpful,True,2
76561198098675629,,2014,105600,1 of 1 people (100%) found this review helpful,True,1
76561198098675629,,2015,346110,No ratings yet,True,1
76561198052612696,,2014,72850,1 of 1 people (100%) found this review helpful,True,1
Delta_Victory19821,2 people found this review funny,2015,351710,3 of 13 people (23%) found this review helpful,False,1
76561198088247035,,2014,243870,3 of 3 people (100%) found this review helpful,True,2
76561198088247035,,2014,440,1 of 1 people (100%) found this review helpful,True,1
76561198088247035,,2014,49520,1 of 1 people (100%) found this review helpful,True,1
76561198088247035,,2014,274920,0 of 1 people (0%) found this review helpful,True,1
76561198088247035,,2014,218620,No ratings yet,True,1
76561198088247035,,2014,51100,No ratings yet,False,1
76561198088247035,,2014,4000,No ratings yet,True,1
NerfPenguin,,2013,70000,1 of 1 people (100%) found this review helpful,True,1
76561198107118072,,2013,440,1 of 2 people (50%) found this review helpful,True,1
76561198081718347,,2014,440,0 of 1 people (0%) found this review helpful,True,1
okaygetrektscrub,,2014,252490,1 of 1 people (100%) found this review helpful,True,1
neadekvat161,1 person found this review funny,2015,240,1 of 1 people (100%) found this review helpful,True,2
neadekvat161,,2015,364050,No ratings yet,True,1
76561198096785215,,2015,730,2 of 2 people (100%) found this review helpful,True,0
76561198096785215,,2014,570,No ratings yet,True,1
OnlyOneJob,1 person found this review funny,2013,4000,0 of 1 people (0%) found this review helpful,True,1
ChokeChoke,,2013,550,1 of 1 people (100%) found this review helpful,True,1
KunGHill,,2014,304930,1 of 1 people (100%) found this review helpful,True,2
76561198049499873,,2014,17410,No ratings yet,True,1
nooth1-RNG,1 person found this review funny,2015,730,1 of 1 people (100%) found this review helpful,True,1
nooth2-WFX-zewsy,,2015,730,1 of 1 people (100%) found this review helpful,True,1
LukasTrotacielos,,2015,440,3 of 4 people (75%) found this review helpful,True,1
LukasTrotacielos,,2015,333930,2 of 5 people (40%) found this review helpful,False,0
LukasTrotacielos,,2015,304050,1 of 7 people (14%) found this review helpful,False,1
LukasTrotacielos,,2015,70000,No ratings yet,True,1
LukasTrotacielos,,2014,4000,No ratings yet,True,1
LukasTrotacielos,,2014,291480,No ratings yet,False,1
nom1stakeaboutit2itsourst0ry,,2015,255710,No ratings yet,True,1
MYA2,,2015,730,3 of 3 people (100%) found this review helpful,False,1
MYA2,,2014,226700,No ratings yet,True,1
76561198068471474,,2015,440,No ratings yet,True,1
KerrisB,,2014,230410,1 of 1 people (100%) found this review helpful,True,2
KerrisB,,2015,72850,0 of 1 people (0%) found this review helpful,True,1
KerrisB,,2015,245170,No ratings yet,True,1
KerrisB,,2015,304930,No ratings yet,True,1
KerrisB,,2014,259080,No ratings yet,True,1
76561198154995501,,2015,200210,No ratings yet,True,1
76561198154995501,,2015,304050,No ratings yet,True,1
76561198154995501,,2015,304930,No ratings yet,True,1
76561198154995501,,2014,51100,No ratings yet,True,1
L33T4RCH,,2014,222880,2 of 2 people (100%) found this review helpful,True,1
L33T4RCH,,2014,730,1 of 1 people (100%) found this review helpful,True,1
76561198081193763,1 person found this review funny,2015,200210,2 of 3 people (67%) found this review helpful,False,1
SuperExpertPlayer,1 person found this review funny,2015,211260,1 of 2 people (50%) found this review helpful,True,1
SuperExpertPlayer,,2015,4000,0 of 1 people (0%) found this review helpful,True,1
SuperExpertPlayer,,2015,109400,No ratings yet,True,1
SuperExpertPlayer,,2015,105600,No ratings yet,True,1
SuperExpertPlayer,,2015,219740,No ratings yet,True,1
SuperExpertPlayer,,2015,20,No ratings yet,True,2
247211,,2014,250400,1 of 1 people (100%) found this review helpful,True,1
247211,,2014,33230,No ratings yet,True,1
minecraftfan367,,2014,4000,1 of 2 people (50%) found this review helpful,True,1
minecraftfan367,,2014,440,No ratings yet,True,1
Kazkaz,,2014,247730,0 of 2 people (0%) found this review helpful,True,1
Kazkaz,,2015,223710,No ratings yet,True,1
76561198091779143,,2015,730,2 of 2 people (100%) found this review helpful,True,1
76561198091868909,,2013,440,2 of 2 people (100%) found this review helpful,True,1
firmburrito,,2015,295110,9 of 15 people (60%) found this review helpful,False,1
beamer3,,2014,240320,No ratings yet,True,2
beamer3,,2014,440,No ratings yet,True,2
beamer3,,2014,206210,No ratings yet,True,1
76561198094589246,,2015,333930,No ratings yet,True,1
76561198094589246,,2015,304930,No ratings yet,True,1
76561198094589246,,2013,218620,No ratings yet,True,1
overwatchmemelord,1 person found this review funny,2012,105600,1 of 1 people (100%) found this review helpful,True,1
overwatchmemelord,,2012,440,1 of 1 people (100%) found this review helpful,True,1
Halstrom,,2014,570,1 of 1 people (100%) found this review helpful,True,1
Halstrom,,2014,730,No ratings yet,True,1
76561198086924547,,2015,440,No ratings yet,True,2
nuclearjimmeh,,2014,265930,14 of 17 people (82%) found this review helpful,True,1
nuclearjimmeh,,2014,4000,5 of 5 people (100%) found this review helpful,True,1
nuclearjimmeh,1 person found this review funny,2015,730,4 of 6 people (67%) found this review helpful,True,1
nuclearjimmeh,,2014,296470,0 of 1 people (0%) found this review helpful,True,1
ehrenthor,1 person found this review funny,2013,550,3 of 4 people (75%) found this review helpful,True,1
ehrenthor,1 person found this review funny,2013,730,3 of 4 people (75%) found this review helpful,True,1
ehrenthor,1 person found this review funny,2014,4000,2 of 3 people (67%) found this review helpful,True,1
ehrenthor,1 person found this review funny,2015,232090,1 of 2 people (50%) found this review helpful,True,1
izanamiau,,2014,240,No ratings yet,True,1
420NigelGaming420,,2015,214560,0 of 1 people (0%) found this review helpful,True,1
maximumride94,,2014,570,No ratings yet,True,1
DoubleScissors,,2015,274170,No ratings yet,True,1
DoubleScissors,,2013,570,No ratings yet,True,1
LyfeCookie,,2013,4000,2 of 2 people (100%) found this review helpful,True,1
LyfeCookie,,2014,550,0 of 1 people (0%) found this review helpful,True,2
76561198097949523,,2013,105600,1 of 1 people (100%) found this review helpful,True,2
76561198097949523,,2015,570,No ratings yet,True,2
76561198097949523,,2015,304270,No ratings yet,True,0
76561198097949523,,2013,550,No ratings yet,True,1
76561198097949523,,2013,440,No ratings yet,True,1
765611983889673,1 person found this review funny,2015,218620,4 of 6 people (67%) found this review helpful,False,1
765611983889673,,2014,104600,2 of 43 people (5%) found this review helpful,False,1
765611983889673,,2014,265930,No ratings yet,True,1
76561198061171632,,2014,440,1 of 1 people (100%) found this review helpful,True,2
pikachugamer456,,2014,440,No ratings yet,True,1
Pikachu_LOL,1 person found this review funny,2014,265930,1 of 1 people (100%) found this review helpful,True,1
Pikachu_LOL,1 person found this review funny,2012,440,1 of 1 people (100%) found this review helpful,True,1
xoxoQoxox,,2014,730,1 of 3 people (33%) found this review helpful,True,1
76561198106773321,,2014,440,No ratings yet,True,1
76561198016635228,,2014,1250,No ratings yet,False,1
76561198016635228,,2014,91310,No ratings yet,True,1
76561198016635228,,2013,225260,No ratings yet,True,1
76561198090341048,,2014,224600,6 of 6 people (100%) found this review helpful,True,1
76561198090341048,,2014,267550,No ratings yet,True,1
MiAkArKe,,2014,243470,1 of 1 people (100%) found this review helpful,True,1
rebelsuprising,1 person found this review funny,2014,4000,1 of 1 people (100%) found this review helpful,True,1
martzeo,,2014,440,1 of 1 people (100%) found this review helpful,True,1
martzeo,,2015,346900,0 of 3 people (0%) found this review helpful,True,1
martzeo,,2015,253030,No ratings yet,True,1
martzeo,,2015,363970,No ratings yet,True,1
martzeo,,2014,304930,No ratings yet,True,1
martzeo,,2014,301520,No ratings yet,True,1
nishix12345,,2014,224260,No ratings yet,True,1
nishix12345,,2014,570,No ratings yet,True,1
iluvmiku,,2014,208090,1 of 1 people (100%) found this review helpful,True,1
iluvmiku,,2013,550,1 of 1 people (100%) found this review helpful,True,1
iluvmiku,,2013,218230,No ratings yet,True,2
iluvmiku,,2013,230410,No ratings yet,True,2
iluvmiku,,2013,620,No ratings yet,True,1
iluvmiku,,2013,440,No ratings yet,True,1
winnieafg,,2015,730,No ratings yet,True,1
winnieafg,,2013,4000,No ratings yet,True,1
shardaurabitch,,2015,250900,1 of 1 people (100%) found this review helpful,True,1
Pinkamenadinewithpie,,2014,440,1 of 1 people (100%) found this review helpful,True,1
Brownies_less_than_3,,2014,570,1 of 1 people (100%) found this review helpful,True,1
76561198056803276,,2014,221100,1 of 2 people (50%) found this review helpful,True,1
ayylmaokai420,,2015,219640,0 of 1 people (0%) found this review helpful,True,1
76561198097372038,,2013,570,0 of 1 people (0%) found this review helpful,True,1
76561198097372038,,2014,550,No ratings yet,True,1
nabicore,,2014,12220,No ratings yet,True,2
Nepku_,,2014,113200,No ratings yet,True,1
Nepku_,,2014,730,No ratings yet,True,1
Nepku_,,2014,252490,No ratings yet,False,1
Nepku_,,2013,204360,No ratings yet,True,1
Nepku_,,2013,219740,No ratings yet,True,1
Nepku_,,2013,206440,No ratings yet,True,1
suchcustom,,2013,224260,1 of 1 people (100%) found this review helpful,True,1
terralark,,2012,4000,No ratings yet,True,2
Bayne51,,2013,221100,No ratings yet,True,2
76561198059896401,,2014,301520,No ratings yet,True,2
theultimateweeb,,2015,219150,No ratings yet,True,1
76561198093270673,,2013,440,No ratings yet,True,2
changho7875,,2014,218620,1 of 1 people (100%) found this review helpful,True,1
changho7875,,2015,271590,No ratings yet,True,1
Nanaya_Shiki,2 people found this review funny,2014,4920,17 of 18 people (94%) found this review helpful,True,1
Nanaya_Shiki,,2014,113200,1 of 1 people (100%) found this review helpful,True,1
Nanaya_Shiki,,2014,304930,1 of 2 people (50%) found this review helpful,True,1
Nanaya_Shiki,,2014,620,1 of 2 people (50%) found this review helpful,True,1
foxer007,,2015,261570,1 of 1 people (100%) found this review helpful,True,1
foxer007,,2014,47870,1 of 1 people (100%) found this review helpful,True,2
foxer007,,2014,304930,1 of 1 people (100%) found this review helpful,True,1
foxer007,,2014,4000,1 of 1 people (100%) found this review helpful,True,2
foxer007,,2014,107900,0 of 1 people (0%) found this review helpful,False,1
foxer007,,2014,72850,0 of 1 people (0%) found this review helpful,True,1
foxer007,,2014,238460,0 of 2 people (0%) found this review helpful,True,2
foxer007,,2014,730,0 of 2 people (0%) found this review helpful,True,1
foxer007,,2014,440,No ratings yet,True,2
76561198070509799,2 people found this review funny,2014,104700,15 of 17 people (88%) found this review helpful,True,1
76561198070509799,,2014,203140,1 of 9 people (11%) found this review helpful,False,1
76561198070509799,,2014,220,No ratings yet,True,1
76561198070509799,,2013,730,No ratings yet,True,1
76561198070509799,,2013,206210,No ratings yet,True,1
NineODoge,4 people found this review funny,2014,222880,395 of 444 people (89%) found this review helpful,True,1
sakurayuki,,2013,113200,1 of 3 people (33%) found this review helpful,True,1
sakurayuki,,2015,269050,0 of 1 people (0%) found this review helpful,True,1
sakurayuki,,2013,223710,0 of 1 people (0%) found this review helpful,True,1
sakurayuki,,2013,209790,0 of 1 people (0%) found this review helpful,True,1
76561198029595883,,2014,48220,1 of 2 people (50%) found this review helpful,False,1
TF2LOVEER,7 people found this review funny,2015,440,24 of 30 people (80%) found this review helpful,True,1
76561198091164764,,2015,238280,1 of 2 people (50%) found this review helpful,True,1
76561198091164764,,2015,230410,No ratings yet,True,1
76561198091164764,,2014,570,No ratings yet,True,1
76561197973688926,2 people found this review funny,2015,230410,4 of 6 people (67%) found this review helpful,True,1
76561198075386334,,2014,570,2 of 2 people (100%) found this review helpful,True,1
76561198080715343,,2014,440,2 of 2 people (100%) found this review helpful,True,1
dryzeak,,2014,233470,No ratings yet,True,1
dryzeak,,2013,440,No ratings yet,True,1
dryzeak,,2013,209870,No ratings yet,False,1
76561198104824869,,2014,6550,1 of 1 people (100%) found this review helpful,True,1
76561198104824869,,2013,300,2 of 3 people (67%) found this review helpful,True,1
poomeus,,2015,271590,No ratings yet,True,1
poomeus,,2014,311340,No ratings yet,True,1
poomeus,,2014,209650,No ratings yet,True,1
poomeus,,2014,271290,No ratings yet,True,1
EnderWiz,,2015,302830,No ratings yet,True,1
EnderWiz,,2014,273110,No ratings yet,True,1
EnderWiz,,2014,304930,No ratings yet,True,1
EnderWiz,,2014,245550,No ratings yet,True,1
TemisiaST,4 people found this review funny,2015,354140,8 of 15 people (53%) found this review helpful,True,2
TemisiaST,,2015,332800,No ratings yet,True,1
76561198079324079,,2015,730,No ratings yet,True,2
76561198079324079,,2014,570,No ratings yet,True,1
lsleon,1 person found this review funny,2014,730,2 of 3 people (67%) found this review helpful,True,1
76561198082543743,,2014,730,2 of 4 people (50%) found this review helpful,True,1
76561198082543743,1 person found this review funny,2015,221380,2 of 7 people (29%) found this review helpful,False,1
76561198082543743,,2014,57690,8 of 25 people (32%) found this review helpful,True,1
76561198082543743,,2014,218230,7 of 40 people (18%) found this review helpful,False,1
ninja12749,,2014,245170,1 of 1 people (100%) found this review helpful,True,1
ninja12749,,2014,440,No ratings yet,True,1
ninja12749,,2014,246620,No ratings yet,True,1
76561198043920464,,2014,296470,17 of 30 people (57%) found this review helpful,True,1
76561198043920464,,2014,4000,1 of 1 people (100%) found this review helpful,True,1
76561198043920464,,2014,265930,2 of 3 people (67%) found this review helpful,True,1
76561198090315264,1 person found this review funny,2015,440,1 of 1 people (100%) found this review helpful,True,1
steamconan,,2014,20920,2 of 6 people (33%) found this review helpful,False,1
steamconan,,2013,219640,No ratings yet,True,2
steamconan,,2013,96300,No ratings yet,True,1
StereoPliggeh,,2014,440,5 of 7 people (71%) found this review helpful,True,1
76561198172525222,1 person found this review funny,2015,730,No ratings yet,True,1
kittenstar99,,2014,570,1 of 2 people (50%) found this review helpful,True,1
76561198072782328,,2015,440,No ratings yet,True,1
TheCatNinjaz,1 person found this review funny,2015,298630,2 of 2 people (100%) found this review helpful,True,1
lambor-sb,,2014,440,1 of 1 people (100%) found this review helpful,True,1
AroraITServices,,2014,218230,3 of 4 people (75%) found this review helpful,True,2
AroraITServices,,2014,8930,1 of 1 people (100%) found this review helpful,True,1
AroraITServices,,2014,203140,0 of 1 people (0%) found this review helpful,True,1
AroraITServices,,2014,213670,0 of 1 people (0%) found this review helpful,True,1
AroraITServices,,2014,218620,0 of 2 people (0%) found this review helpful,True,1
AroraITServices,,2014,220240,No ratings yet,True,1
AroraITServices,,2013,550,No ratings yet,True,1
AroraITServices,,2013,207610,No ratings yet,True,1
76561198001658920,,2014,289650,281 of 377 people (75%) found this review helpful,False,0
76561198001658920,,2015,255710,No ratings yet,True,2
76561198001658920,,2014,206440,No ratings yet,True,1
76561198001658920,,2013,570,No ratings yet,True,1
76561198049234870,,2014,440,2 of 2 people (100%) found this review helpful,True,1
76561198049415770,,2014,201790,No ratings yet,True,1
76561198049415770,,2014,550,No ratings yet,True,2
xgotfearzx,,2015,730,No ratings yet,True,1
KinkyBird,,2014,304930,1 of 1 people (100%) found this review helpful,True,1
KinkyBird,,2013,24860,0 of 1 people (0%) found this review helpful,True,2
KinkyBird,,2014,219640,0 of 2 people (0%) found this review helpful,False,1
KinkyBird,,2014,25890,0 of 10 people (0%) found this review helpful,False,1
76561198024484835,,2015,209870,0 of 2 people (0%) found this review helpful,False,0
76561198051759723,4 people found this review funny,2015,410340,22 of 54 people (41%) found this review helpful,False,1
tuna168,1 person found this review funny,2015,4000,3 of 3 people (100%) found this review helpful,True,1
tuna168,,2014,440,2 of 4 people (50%) found this review helpful,True,2
