id,horas_jugadas,app_name,release_date,Strategy,Action,Indie,Casual,Simulation,RPG,Adventure,Singleplayer,count,recommend,sentiment_analysis
253690,16.133333333333333,Tiny Brains,2013.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0
253710,471.98333333333335,theHunter Classic,2014.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,68.0,0.4411764705882353,1.0
253770,1.2833333333333332,Bus-Simulator 2012,2012.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.5
253920,32.85,Gorky 17,1999.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0
253980,340.2833333333333,Enclave,2003.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.75,1.0
254080,3.3833333333333333,World War III: Black Gold,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
254200,568.1999999999999,FortressCraft Evolved!,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
254440,726.0833333333334,Pool Nation,2013.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,0.5714285714285714,0.7142857142857143
254460,35.9,Obscure,2005.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
254480,18.933333333333334,Obscure II (Obscure: The Aftermath),2008.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
254700,1382.2166666666667,resident evil 4 / biohazard 4,2014.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.7142857142857143,1.0
255070,454.0333333333333,Abyss Odyssey,2014.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
255220,760.65,GRID Autosport,2014.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0
255260,26.25,Pro Cycling Manager 2014,2014.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0
255300,145.48333333333335,Journey of a Roach,2013.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
255370,250.28333333333333,KickBeat Steam Edition,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
255390,55.08333333333333,Max: The Curse of Brotherhood,2014.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
255420,743.9,Magic 2015 - Duels of the Planeswalkers,2014.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.5714285714285714,1.0
255710,5135.316666666667,Cities: Skylines,2015.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,62.0,1.0,1.0483870967741935
256010,44.66666666666667,Jagged Alliance Flashback,2014.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,1.0
256050,904.6333333333334,Adventure Park,2013.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
256070,35.28333333333333,Truck Racer,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
256190,96.91666666666667,Enemy Front,2014.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0
256290,156.18333333333334,Child of Light,2014.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,0.8181818181818182,1.0
256330,58.0,WRC 4 FIA World Rally Championship,2013.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.6666666666666666,1.0
256370,263.83333333333337,MXGP - The Official Motocross Videogame,2014.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
257030,16.21666666666667,Project Nimbus,2017.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
257120,301.3833333333333,Not The Robots,2013.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
257170,223.46666666666664,Rebuild 3: Gangs of Deadsville,2015.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
257400,102.63333333333333,Fuse,2013.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
257510,1824.9333333333334,The Talos Principle,2014.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,1.0,1.0
257710,48.916666666666664,Max Gentlemen,2014.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,1.1
257730,416.05,Infinity Wars: Animated Trading Card Game,2014.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0
257750,204.56666666666666,Bloody Trapland,2013.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,0.8888888888888888,0.8888888888888888
257830,231.89999999999998,Violett Remastered,2013.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
257970,134.13333333333333,Loren The Amazon Princess,2014.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
258050,302.73333333333335,Survivor Squad,2013.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
258090,1659.8833333333332,99 Spirits,2013.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
258180,327.85,Deus Ex: The Fall,2014.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.42857142857142855,1.0
258200,349.8333333333333,Talisman: Prologue,2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
258520,237.96666666666667,The Vanishing of Ethan Carter,2014.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0
258590,18.7,Adventure Time: Finn and Jake's Epic Quest,2014.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
258760,4.433333333333333,Scania Truck Driving Simulator,2012.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
258880,36.800000000000004,Professional Farmer 2014,2013.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
258950,96.86666666666666,Montague's Mount,2013.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
258970,753.5333333333333,Gauntlet™ Slayer Edition,2014.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,0.625,1.125
259060,205.73333333333332,Dominions 4: Thrones of Ascension,2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
259170,25.816666666666666,Alone in the Dark,2008.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
259320,0.7666666666666665,Heli Heroes,2002.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5
259390,356.15,Ballpoint Universe - Infinite,2013.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
259410,47.55,Sneaky Sneaky,2014.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
259430,64.1,Zigfrak,2012.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
259450,1.5,Drifter,2014.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
259530,124.71666666666667,Savant - Ascent,2013.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.1666666666666667
259550,225.93333333333334,Hero of the Kingdom,2012.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
259600,152.41666666666666,Finding Teddy,2013.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
259620,129.5,3079 -- Block Action RPG,2011.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0
259680,1434.55,Tales of Maj'Eyal,2012.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.8,1.0
259700,5.733333333333333,Dead Sky,2013.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
259720,161.18333333333337,Fading Hearts,2009.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0
259740,237.16666666666666,Nightmares from the Deep: The Cursed Heart,2012.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
259780,126.98333333333333,Nimble Quest,2013.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
260060,9.216666666666667,YOU DON'T KNOW JACK HEADRUSH,1998.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
260130,50.88333333333333,Agarest: Generations of War Zero,2014.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
260160,93.83333333333333,The Last Tinker™: City of Colors,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
260210,121.85,Assassin’s Creed® Liberation HD,2014.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.5
260230,348.4166666666667,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2014.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,27.0,1.0,1.037037037037037
260410,17.433333333333334,Get Off My Lawn!,2014.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0
260430,117.48333333333333,The Four Kings Casino and Slots,2015.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
260510,20.933333333333334,World Basketball Tycoon,2013.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
260750,13.899999999999999,Neighbours from Hell Compilation,2004.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
260790,47.9,1001 Spikes,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
261030,2137.4666666666667,The Walking Dead: Season 2,2013.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,104.0,0.9615384615384616,1.0384615384615385
261110,391.41666666666663,Killer is Dead - Nightmare Edition,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.6666666666666666,1.0
261180,777.0,Lethal League,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,17.0,1.0,1.1176470588235294
261510,103.81666666666666,Tesla Effect: A Tex Murphy Adventure,2014.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
261530,119.31666666666666,Lifeless Planet Premier Edition,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.6666666666666666,1.0
261570,413.6666666666667,Ori and the Blind Forest,2015.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,29.0,1.0,1.0
261640,10101.8,Borderlands: The Pre-Sequel,2014.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,69.0,0.8405797101449275,1.0434782608695652
261700,125.8,Eryi's Action,2013.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,1.1666666666666667
261760,449.25,Lichdom: Battlemage,2014.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.875,1.0
261880,33.916666666666664,Corporate Lifestyle Simulator,2014.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
261920,0.9333333333333333,Catzilla 4K - Advanced,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
262060,1729.1833333333332,Darkest Dungeon®,2016.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,0.8260869565217391,0.9565217391304348
262120,74.39999999999999,Toy Soldiers: Complete,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.5,1.0
262260,180.21666666666667,Jets'n'Guns Gold,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
262410,359.9,World of Guns: Gun Disassembly,2014.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,29.0,0.7931034482758621,1.0344827586206897
262490,12.933333333333334,Manga Maker Comipo,2014.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
262550,28.766666666666666,Gunman Clive,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
262590,126.16666666666667,Chuck's Challenge 3D,2014.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
262750,130.81666666666666,GoD Factory: Wingmen,2014.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
262790,444.56666666666666,Our Darker Purpose,2014.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
262900,99.13333333333333,Smooth Operators,2013.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.5
262940,94.46666666666667,Broken Sword 5 - the Serpent's Curse,2014.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
262960,102.73333333333333,Castle In The Darkness,2015.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
263020,82.66666666666667,STARWHAL,2014.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0
263060,928.7666666666667,Blockstorm,2015.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,0.8181818181818182,1.1818181818181819
263100,4.8,9.03m,2013.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
263200,187.63333333333333,Signs of Life,2014.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.5,1.0
263280,1221.9166666666667,SPINTIRES™,2014.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,35.0,0.9428571428571428,1.0285714285714285
263300,261.9166666666667,BlazBlue: Calamity Trigger,2014.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0
263320,336.9833333333333,Saturday Morning RPG,2014.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0
263340,3.2499999999999996,Continue?9876543210,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
263360,125.18333333333334,3089 -- Futuristic Action RPG,2014.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0
263380,102.4,Driftmoon,2013.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
263400,212.53333333333333,War of the Human Tanks,2012.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0
263420,108.83333333333333,Probably Archery,2014.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.5,1.0
263480,86.83333333333334,Final Rush,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
263500,52.78333333333333,Dragons and Titans,2014.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,0.8571428571428571,1.1428571428571428
263540,60.266666666666666,Villagers and Heroes,2014.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,0.5555555555555556,1.0
263560,129.83333333333334,Paper Sorcerer,2013.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
263680,94.23333333333333,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.6,1.2
263700,27.15,Muffin Knight,2014.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
263740,200.71666666666667,FootLOL: Epic Fail League,2013.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0
263760,476.68333333333334,Turbo Dismount™,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,23.0,0.9565217391304348,1.0434782608695652
263820,195.83333333333334,EvilQuest,2014.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
263960,94.26666666666667,Wyv and Keep: The Temple of the Lost Idol,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
263980,441.3333333333333,Out There Somewhere,2016.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0
264120,99.93333333333334,Victory: The Age of Racing,2016.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0
264140,1299.9833333333333,Pixel Piracy,2015.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,31.0,0.8709677419354839,0.967741935483871
264200,1326.7666666666667,One Finger Death Punch,2014.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,1.0,1.075
264240,394.1166666666667,CONSORTIUM,2014.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
264280,1329.2999999999997,99 Levels To Hell,2014.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.5
264380,117.8,Narcissu 1st & 2nd,2007.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,0.9375
264710,985.75,Subnautica,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,41.0,1.0,1.0975609756097562
265120,147.58333333333334,Meridian: New World,2014.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
265300,483.5,Lords Of The Fallen™,2014.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,0.3333333333333333,1.0
265330,65.08333333333333,Gomo,2013.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0
265550,1282.0666666666666,Dead Rising 3 Apocalypse Edition,2014.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,16.0,0.8125,1.0
265610,366.06666666666666,Epic Battle Fantasy 4,2014.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0
265630,1047.3999999999999,Fistful of Frags,2014.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,113.0,0.9646017699115044,1.079646017699115
265690,10.433333333333334,NaissanceE,2014.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
265750,55.06666666666667,Secret Ponchos,2015.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.8,0.8
265770,4.016666666666666,Cannons Lasers Rockets,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0
265810,16.35,The Sandbox,2015.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.6666666666666666,1.0
265870,164.65,Alpha Kimori™ 1,2014.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
265890,107.98333333333333,Hexcells,2014.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0
265930,3061.1666666666665,Goat Simulator,2014.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,262.0,0.9122137404580153,1.0725190839694656
266010,721.3166666666666,LYNE,2014.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0
266070,10.200000000000001,City of Steam: Arkadia,2014.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.6666666666666666,1.0
266110,373.8666666666667,Tower of Guns,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
266130,199.0,Breach & Clear,2014.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.3333333333333333
266150,3.266666666666666,Lost Saga NA,2013.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0
266210,676.2333333333333,One Way Heroics,2014.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.8,1.2
266370,3.9499999999999997,Calibre 10 Racing,2014.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
266390,52.75,Farm for your Life,2013.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
266410,25.466666666666665,iRacing,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
266430,199.51666666666665,Anarchy Arcade,2014.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,0.6470588235294118,1.0
266490,119.89999999999999,Lili: Child of Geos - Complete Edition,2014.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
266510,761.0,Hand of Fate,2015.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,1.1428571428571428
267340,132.08333333333334,Beware Planet Earth,2014.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
267530,577.3166666666666,The LEGO® Movie - Videogame,2014.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0
267600,228.29999999999998,Airport Simulator 2014,2013.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.4,1.0
267610,46.53333333333333,Woodcutter Simulator 2013,2013.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.3333333333333333,1.0
267750,374.7333333333333,Shadowrun Chronicles - Boston Lockdown,2015.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
267940,0.6833333333333331,Glacier 3: The Meltdown,2010.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
268050,980.1666666666666,The Evil Within,2014.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.8571428571428571
268220,155.13333333333333,Meltdown,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
268260,4.916666666666666,Let's Sing,2014.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
268400,54.08333333333333,Panzer Corps,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
268420,3415.083333333333,Aura Kingdom,2014.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,23.0,0.9130434782608695,1.0434782608695652
268650,769.8333333333334,From the Depths,2014.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0
268750,635.6999999999999,Magicite,2014.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,39.0,1.0,1.0256410256410255
268850,1062.6,EVGA Precision XOC,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
268970,0.0166666666666666,You Are Not The Hero,2015.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
269030,44.833333333333336,The Yawhg,2013.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.5,1.0
269050,22.566666666666666,Year Walk,2014.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.8571428571428571
269210,1891.5,Hero Siege,2014.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,0.8461538461538461,1.2307692307692308
269250,164.95,WORLD END ECONOMiCA episode.01,2014.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
269270,136.71666666666667,LOVE,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.25
269290,204.98333333333332,liteCam Game: 100 FPS Game Capture,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
269310,63.33333333333333,Infectonator: Survivors,2016.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
269330,121.89999999999999,Chronology,2014.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
269350,4.083333333333333,Montas,2014.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,1.0
269490,323.78333333333336,Bardbarian,2014.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
269570,5.583333333333332,GTGD S1: More Than a Gamer,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
269770,190.96666666666667,Secrets of Grindea,2015.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
269790,69.96666666666667,DreadOut,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
269810,3.05,Spate,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
270090,154.53333333333333,//N.P.P.D. RUSH//- The milk of Ultraviolet,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0
270150,407.55,RUNNING WITH RIFLES,2015.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,0.7777777777777778,0.8888888888888888
270170,54.05,Depression Quest,2014.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.7647058823529411,1.0
270210,127.64999999999999,Melody's Escape,2016.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0
270370,125.75,Lambda Wars Beta,2014.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.875,1.0
270450,358.15,Robot Roller-Derby Disco Dodgeball,2015.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0
270490,93.48333333333333,The Forest of Doom,2014.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0
270510,20.666666666666664,EPOCH,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
270550,487.58333333333337,Yet Another Zombie Defense,2014.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,38.0,0.9210526315789473,1.0526315789473684
270570,60.516666666666666,Reversion - The Escape (1st Chapter),2012.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
271240,321.0333333333333,Offworld Trading Company,2016.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.6666666666666666,1.0
271360,3.3,Industry Giant 2,2015.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
271500,4.449999999999999,Sniper Art of Victory,2008.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
271570,220.28333333333333,Space Farmers,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
